Date,BTC.open,BTC.close,BTC.high,BTC.low,BTC.volume
2017-10-02 00:30:00,4389.9,4433.3,4433.3,4389.9,1472.86760189
2017-10-02 01:00:00,4433.3,4417.9,4438.0,4412.4,742.53304919
2017-10-02 01:30:00,4417.8,4418.0,4418.0,4405.1,746.19675895
2017-10-02 02:00:00,4418.0,4429.2,4429.9,4417.7,383.33839273
2017-10-02 02:30:00,4428.7,4417.4,4429.4,4405.0,348.95548088
2017-10-02 03:00:00,4417.7,4422.0,4423.0,4392.8,826.28556303
2017-10-02 03:30:00,4421.6,4419.2,4421.6,4411.2,161.88624507
2017-10-02 04:00:00,4419.1,4440.9,4445.0,4419.1,490.19255981
2017-10-02 04:30:00,4441.0,4426.9,4445.0,4423.5,313.88087652
2017-10-02 05:00:00,4426.4,4432.9,4438.7,4425.5,213.83526216
2017-10-02 05:30:00,4433.0,4455.0,4455.0,4430.7,793.24639728
2017-10-02 06:00:00,4455.0,4447.5,4460.0,4444.0,549.35998214
2017-10-02 06:30:00,4446.0,4454.0,4455.0,4441.8,452.88939643
2017-10-02 07:00:00,4453.5,4459.0,4459.8,4450.0,327.37766333
2017-10-02 07:30:00,4459.0,4429.9,4462.0,4425.0,838.65236071
2017-10-02 08:00:00,4429.9,4439.0,4444.7,4425.0,654.12142965
2017-10-02 08:30:00,4439.0,4458.9,4460.7,4439.0,705.27964921
2017-10-02 09:00:00,4459.0,4451.0,4462.0,4445.8,333.46692434
2017-10-02 09:30:00,4451.0,4467.6,4482.0,4451.0,921.27147809
2017-10-02 10:00:00,4467.1,4467.1,4478.0,4457.2,563.5465892
2017-10-02 10:30:00,4469.9,4471.2,4482.0,4464.4,312.39924501
2017-10-02 11:00:00,4472.3,4464.8,4477.2,4460.1,305.58467961
2017-10-02 11:30:00,4464.6,4395.2,4465.0,4395.0,2409.37360458
2017-10-02 12:00:00,4395.2,4412.0,4424.0,4395.1,1375.85772366
2017-10-02 12:30:00,4412.0,4392.5,4412.0,4375.0,1260.58679607
2017-10-02 13:00:00,4395.3,4412.8,4420.0,4390.9,804.55853223
2017-10-02 13:30:00,4413.4,4419.4,4429.3,4412.0,453.56189783
2017-10-02 14:00:00,4419.4,4440.0,4440.0,4412.1,431.11551812
2017-10-02 14:30:00,4436.0,4429.0,4444.8,4429.0,361.70043241999997
2017-10-02 15:00:00,4429.2,4417.1,4429.2,4415.4,200.37280238
2017-10-02 15:30:00,4417.0,4390.0,4417.1,4365.0,1226.84791688
2017-10-02 16:00:00,4390.7,4422.5,4426.6,4387.0,839.82382454
2017-10-02 16:30:00,4421.7,4405.7,4424.8,4400.4,404.47789185
2017-10-02 17:00:00,4404.5,4385.1,4416.9,4381.8,390.41617402
2017-10-02 17:30:00,4385.3,4381.9,4394.2,4375.1,499.12143964
2017-10-02 18:00:00,4381.9,4394.0,4398.0,4359.0,1212.56666505
2017-10-02 18:30:00,4394.3,4386.0,4397.0,4379.0,209.88834942
2017-10-02 19:00:00,4386.0,4417.1,4420.8,4385.9,608.80787355
2017-10-02 19:30:00,4417.1,4420.0,4426.0,4405.8,334.73384655
2017-10-02 20:00:00,4420.0,4395.7,4422.6,4389.5,692.59026447
2017-10-02 20:30:00,4395.8,4405.7,4411.0,4395.0,267.30091549
2017-10-02 21:00:00,4405.7,4396.0,4408.1,4390.0,290.57988082
2017-10-02 21:30:00,4396.0,4380.3,4398.8,4380.0,328.33546499
2017-10-02 22:00:00,4380.3,4385.3,4392.8,4380.0,259.15480282
2017-10-02 22:30:00,4385.3,4376.4,4386.4,4370.1,444.22124372
2017-10-02 23:00:00,4375.4,4389.9,4400.0,4374.1,278.65638797
2017-10-02 23:30:00,4389.9,4400.2,4407.3,4389.8,272.43482728
2017-10-03 00:00:00,4400.2,4395.9,4400.9,4389.2,351.28093399
2017-10-03 00:30:00,4395.9,4388.9,4396.2,4380.0,237.65760205
2017-10-03 01:00:00,4387.9,4386.5,4393.8,4384.3,181.73820855
2017-10-03 01:30:00,4386.6,4409.7,4427.8,4386.5,715.36831182
2017-10-03 02:00:00,4409.7,4431.9,4439.8,4409.7,924.01475666
2017-10-03 02:30:00,4432.1,4414.8,4439.9,4399.6,669.3004634
2017-10-03 03:00:00,4414.9,4416.7,4429.6,4414.9,333.85116805
2017-10-03 03:30:00,4416.7,4424.0,4425.0,4416.1,107.59608439
2017-10-03 04:00:00,4424.0,4420.2,4424.0,4415.3,203.06614282
2017-10-03 04:30:00,4420.1,4420.2,4420.5,4420.1,101.97790429
2017-10-03 05:00:00,4420.2,4356.0,4420.3,4323.1,1470.21144016
2017-10-03 05:30:00,4352.8,4300.2,4362.0,4286.6,1549.39128394
2017-10-03 06:00:00,4304.3,4300.0,4323.1,4265.7,2355.13827065
2017-10-03 06:30:00,4300.0,4290.9,4320.0,4282.4,712.39869941
2017-10-03 07:00:00,4290.9,4289.9,4295.0,4255.0,1219.94033438
2017-10-03 07:30:00,4290.0,4287.1,4307.9,4277.0,486.74746661
2017-10-03 08:00:00,4285.6,4306.2,4315.0,4274.3,749.89825422
2017-10-03 08:30:00,4306.2,4320.3,4333.1,4306.2,1275.90047725
2017-10-03 09:00:00,4320.3,4293.2,4326.0,4281.1,529.1369216
2017-10-03 09:30:00,4294.3,4286.0,4306.0,4281.0,384.22870441
2017-10-03 10:00:00,4286.0,4279.9,4289.0,4230.0,1636.24899917
2017-10-03 10:30:00,4281.7,4315.0,4315.0,4280.0,716.33612556
2017-10-03 11:00:00,4314.0,4291.6,4314.0,4289.4,737.71046152
2017-10-03 11:30:00,4291.6,4298.0,4313.0,4291.5,583.1179637
2017-10-03 12:00:00,4298.0,4285.0,4302.2,4285.0,293.4587377
2017-10-03 12:30:00,4285.0,4260.1,4288.0,4252.6,924.19118449
2017-10-03 13:00:00,4260.0,4266.4,4266.9,4210.1,1517.3810278
2017-10-03 13:30:00,4266.8,4237.1,4270.2,4230.5,745.57347582
2017-10-03 14:00:00,4237.5,4252.6,4255.0,4236.4,445.97365516
2017-10-03 14:30:00,4252.2,4274.8,4285.0,4252.2,721.98088729
2017-10-03 15:00:00,4274.7,4276.1,4289.9,4269.0,311.77394063
2017-10-03 15:30:00,4276.2,4297.2,4297.2,4270.0,318.38411005
2017-10-03 16:00:00,4295.6,4293.0,4308.0,4286.0,289.78824805
2017-10-03 16:30:00,4293.3,4273.4,4295.9,4264.1,384.19663892
2017-10-03 17:00:00,4273.3,4281.9,4286.0,4265.0,237.64085013
2017-10-03 17:30:00,4283.9,4286.7,4302.6,4276.3,352.33774875
2017-10-03 18:00:00,4287.0,4289.9,4297.0,4282.6,258.5286254
2017-10-03 18:30:00,4290.0,4297.9,4298.0,4288.2,191.98089777
2017-10-03 19:00:00,4298.0,4284.9,4298.0,4277.0,328.70238359
2017-10-03 19:30:00,4284.9,4269.9,4287.0,4252.1,397.93655807
2017-10-03 20:00:00,4269.9,4269.6,4270.0,4257.3,246.46409794
2017-10-03 20:30:00,4269.6,4282.6,4292.4,4267.0,338.39049749
2017-10-03 21:00:00,4281.8,4284.3,4298.0,4276.1,331.27844663
2017-10-03 21:30:00,4284.3,4265.7,4286.2,4264.7,179.05238491
2017-10-03 22:00:00,4265.4,4280.1,4280.3,4265.2,188.32110216
2017-10-03 22:30:00,4280.0,4307.5,4311.9,4278.0,415.35782161000003
2017-10-03 23:00:00,4307.8,4304.8,4311.0,4294.4,271.01516936
2017-10-03 23:30:00,4303.5,4310.6,4326.4,4301.0,620.19133885
2017-10-04 00:00:00,4309.6,4300.9,4319.0,4300.3,416.93994881
2017-10-04 00:30:00,4300.9,4298.6,4302.7,4282.9,181.2358292
2017-10-04 01:00:00,4297.6,4303.4,4311.5,4296.8,253.79211781
2017-10-04 01:30:00,4303.4,4302.9,4307.1,4299.9,96.49204544
2017-10-04 02:00:00,4302.9,4289.6,4304.0,4285.0,212.84045861
2017-10-04 02:30:00,4289.8,4293.8,4300.0,4289.2,139.34758719
2017-10-04 03:00:00,4293.8,4292.1,4308.8,4292.1,166.23715586
2017-10-04 03:30:00,4292.2,4305.0,4305.0,4292.1,249.18941858
2017-10-04 04:00:00,4305.1,4302.1,4313.9,4300.0,293.19401286
2017-10-04 04:30:00,4302.1,4314.0,4314.0,4302.0,284.88358032
2017-10-04 05:00:00,4311.1,4322.9,4322.9,4310.7,346.06252191
2017-10-04 05:30:00,4322.8,4340.7,4349.1,4322.8,957.10430039
2017-10-04 06:00:00,4340.5,4337.8,4359.2,4335.6,775.38573643
2017-10-04 06:30:00,4338.6,4329.1,4341.1,4323.5,340.86528752
2017-10-04 07:00:00,4329.3,4341.5,4345.9,4327.8,555.19523876
2017-10-04 07:30:00,4341.9,4333.1,4345.6,4330.0,232.08702574
2017-10-04 08:00:00,4332.5,4289.1,4333.2,4285.1,1118.11984473
2017-10-04 08:30:00,4289.0,4281.2,4300.0,4265.1,831.08801309
2017-10-04 09:00:00,4281.2,4282.1,4291.4,4273.1,285.99139971
2017-10-04 09:30:00,4281.9,4248.7,4282.6,4232.9,1260.33595541
2017-10-04 10:00:00,4248.2,4228.1,4250.0,4218.3,769.86334211
2017-10-04 10:30:00,4228.1,4245.0,4245.0,4227.3,742.73667494
2017-10-04 11:00:00,4245.0,4239.4,4245.0,4230.3,672.66451984
2017-10-04 11:30:00,4239.0,4250.2,4254.1,4238.1,318.6000703
2017-10-04 12:00:00,4253.9,4241.6,4255.0,4240.4,360.02560765
2017-10-04 12:30:00,4240.6,4191.0,4242.5,4174.3,2450.16752596
2017-10-04 13:00:00,4191.3,4200.2,4205.0,4176.8,972.65267433
2017-10-04 13:30:00,4200.2,4215.7,4223.0,4188.6,1321.39084495
2017-10-04 14:00:00,4215.7,4211.1,4223.0,4207.0,685.84846151
2017-10-04 14:30:00,4211.0,4198.1,4219.3,4194.2,578.27079189
2017-10-04 15:00:00,4198.1,4226.4,4234.8,4192.7,718.97805814
2017-10-04 15:30:00,4229.7,4220.8,4233.2,4212.1,397.0748053
2017-10-04 16:00:00,4218.4,4197.4,4228.7,4184.6,1328.86889798
2017-10-04 16:30:00,4196.0,4210.0,4223.3,4188.9,1238.99276092
2017-10-04 17:00:00,4209.4,4203.5,4210.1,4194.0,363.20541929
2017-10-04 17:30:00,4203.5,4205.1,4211.6,4203.5,326.7889439
2017-10-04 18:00:00,4206.6,4192.6,4208.0,4189.0,279.56767413
2017-10-04 18:30:00,4192.6,4197.1,4200.5,4177.0,599.12144715
2017-10-04 19:00:00,4197.3,4205.0,4206.0,4184.2,360.72960114
2017-10-04 19:30:00,4205.0,4207.8,4211.0,4197.4,323.50121598
2017-10-04 20:00:00,4205.9,4197.3,4206.1,4193.1,183.49559435
2017-10-04 20:30:00,4198.4,4200.0,4205.3,4186.0,384.12471592
2017-10-04 21:00:00,4200.0,4210.4,4221.4,4195.2,755.74533643
2017-10-04 21:30:00,4210.8,4212.4,4217.0,4210.4,409.40844755
2017-10-04 22:00:00,4212.4,4213.0,4215.8,4200.3,201.15786159
2017-10-04 22:30:00,4213.0,4222.1,4225.0,4213.0,295.87856766
2017-10-04 23:00:00,4222.1,4217.5,4225.0,4213.5,180.31346057
2017-10-04 23:30:00,4217.2,4215.9,4217.6,4207.5,155.39820448
2017-10-05 00:00:00,4215.9,4208.7,4218.9,4208.7,188.64814811
2017-10-05 00:30:00,4209.2,4220.3,4232.5,4206.1,625.05981787
2017-10-05 01:00:00,4220.2,4230.0,4230.0,4220.0,156.8396451
2017-10-05 01:30:00,4230.0,4229.41700493,4249.8,4225.6,499.95638228
2017-10-05 02:00:00,4229.4,4227.0,4240.0,4221.0,459.24382564
2017-10-05 02:30:00,4226.9,4228.6,4230.0,4225.0,199.45567743
2017-10-05 03:00:00,4228.6,4182.7,4230.0,4182.7,933.26673536
2017-10-05 03:30:00,4182.8,4176.0,4182.9,4166.8,569.40001415
2017-10-05 04:00:00,4176.0,4150.0,4176.0,4133.0,955.27592037
2017-10-05 04:30:00,4150.0,4163.1,4163.7,4145.1,322.7960726
2017-10-05 05:00:00,4163.1,4155.0,4165.0,4143.2,315.37662505
2017-10-05 05:30:00,4154.9,4148.0,4158.8,4143.2,280.99172871
2017-10-05 06:00:00,4148.0,4159.0,4162.8,4148.0,257.13558602
2017-10-05 06:30:00,4158.7,4156.5,4167.6,4155.9,204.95381285
2017-10-05 07:00:00,4156.1,4162.1,4165.0,4156.0,258.77580945
2017-10-05 07:30:00,4163.6,4159.6,4164.2,4155.0,173.63360866
2017-10-05 08:00:00,4159.2,4148.1,4163.0,4148.1,247.36968275
2017-10-05 08:30:00,4148.1,4140.2,4151.9,4133.0,391.3121619
2017-10-05 09:00:00,4140.3,4167.2,4169.2,4140.2,683.2478819
2017-10-05 09:30:00,4169.2,4202.1,4211.0,4167.2,1341.26597241
2017-10-05 10:00:00,4201.5,4240.1,4259.0,4201.5,1121.43613162
2017-10-05 10:30:00,4240.1,4245.0,4245.0,4225.1,632.55080815
2017-10-05 11:00:00,4244.9,4246.8,4248.5,4236.3,344.0763927
2017-10-05 11:30:00,4246.9,4239.4,4246.9,4235.4,283.10567034
2017-10-05 12:00:00,4239.3,4290.0,4308.5,4239.3,1793.39210144
2017-10-05 12:30:00,4290.0,4312.9,4324.9,4288.8,1047.33131958
2017-10-05 13:00:00,4312.8,4299.9,4315.0,4292.0,467.36132552
2017-10-05 13:30:00,4299.9,4311.2,4324.9,4299.9,604.30309637
2017-10-05 14:00:00,4311.2,4302.5,4313.1,4299.0,414.14541511
2017-10-05 14:30:00,4302.5,4301.2,4309.0,4284.3,526.1162084
2017-10-05 15:00:00,4301.2,4310.0,4310.0,4300.1,302.67057576
2017-10-05 15:30:00,4310.0,4317.8,4339.1,4309.9,925.89558414
2017-10-05 16:00:00,4317.8,4305.4,4322.3,4296.8,497.81734005
2017-10-05 16:30:00,4305.3,4313.8,4315.9,4305.2,404.03797326
2017-10-05 17:00:00,4312.2,4309.6,4312.2,4303.2,298.51222709
2017-10-05 17:30:00,4309.6,4299.6,4309.9,4287.8,474.79840159
2017-10-05 18:00:00,4298.2,4323.0,4330.4,4298.1,864.63649565
2017-10-05 18:30:00,4323.1,4330.3,4349.0,4323.0,826.71373055
2017-10-05 19:00:00,4330.2,4332.4,4339.8,4329.6,247.85080425
2017-10-05 19:30:00,4332.4,4359.9,4364.1,4332.0,868.56028403
2017-10-05 20:00:00,4359.8,4344.9,4359.9,4340.0,335.29053503
2017-10-05 20:30:00,4344.0,4347.9,4356.0,4343.8,221.20949564
2017-10-05 21:00:00,4347.8,4335.6,4356.7,4330.1,253.75434238
2017-10-05 21:30:00,4335.9,4332.6,4344.6,4330.4,179.59843387
2017-10-05 22:00:00,4332.6,4339.5,4344.4,4332.2,280.22092536
2017-10-05 22:30:00,4339.6,4359.7,4364.7,4336.6,529.56679992
2017-10-05 23:00:00,4359.9,4325.0,4372.3,4325.0,667.27009144
2017-10-05 23:30:00,4328.3,4312.0,4328.3,4292.5,892.18736378
2017-10-06 00:00:00,4311.9,4303.7,4315.5,4299.9,557.59303787
2017-10-06 00:30:00,4303.7,4328.8,4329.0,4282.2,852.44184521
2017-10-06 01:00:00,4328.8,4336.2,4342.0,4326.0,375.19630953
2017-10-06 01:30:00,4336.2,4331.9,4340.0,4325.2,304.62455425
2017-10-06 02:00:00,4330.5,4335.0,4337.0,4330.5,122.45394024
2017-10-06 02:30:00,4335.0,4320.6,4335.1,4315.5,293.33127172
2017-10-06 03:00:00,4320.6,4330.7,4334.9,4320.6,195.94744982
2017-10-06 03:30:00,4328.2,4329.0,4333.7,4325.9,218.66133689
2017-10-06 04:00:00,4328.8,4320.3,4329.3,4315.0,258.26650044
2017-10-06 04:30:00,4320.3,4327.0,4332.0,4316.4,266.77826881
2017-10-06 05:00:00,4327.0,4327.0,4333.3,4320.9,319.94184189
2017-10-06 05:30:00,4326.3,4391.8,4394.8,4326.3,1603.59079496
2017-10-06 06:00:00,4391.0,4384.1,4394.8,4375.0,457.52294659
2017-10-06 06:30:00,4384.0,4404.1,4409.0,4383.0,1178.47458698
2017-10-06 07:00:00,4404.0,4408.4,4418.0,4404.0,740.03189818
2017-10-06 07:30:00,4408.5,4411.7,4412.9,4385.0,611.97797742
2017-10-06 08:00:00,4411.1,4399.8,4413.9,4390.0,509.70998729
2017-10-06 08:30:00,4399.8,4409.0,4409.0,4395.2,399.52000304
2017-10-06 09:00:00,4409.0,4398.0,4410.0,4395.3,213.02126625
2017-10-06 09:30:00,4397.9,4417.0,4417.0,4396.8,452.67512481
2017-10-06 10:00:00,4417.3,4419.1,4425.8,4409.0,1064.28615653
2017-10-06 10:30:00,4419.0,4400.0,4419.1,4400.0,554.0671699
2017-10-06 11:00:00,4400.0,4405.9,4406.0,4390.1,488.0630397
2017-10-06 11:30:00,4405.9,4399.6,4416.2,4397.0,411.95649653
2017-10-06 12:00:00,4399.6,4404.9,4408.8,4398.0,192.00643427
2017-10-06 12:30:00,4405.3,4386.6,4405.5,4385.0,633.51948441
2017-10-06 13:00:00,4386.5,4370.0,4386.5,4365.0,604.04348829
2017-10-06 13:30:00,4369.4,4354.9,4369.4,4345.0,805.12622863
2017-10-06 14:00:00,4354.9,4386.5,4386.8,4351.2,318.09027307
2017-10-06 14:30:00,4386.6,4386.7,4396.0,4377.3,405.29072688
2017-10-06 15:00:00,4385.3,4389.8,4401.6,4381.9,569.65274854
2017-10-06 15:30:00,4389.8,4384.6,4391.9,4383.6,277.19677125
2017-10-06 16:00:00,4384.5,4380.1,4387.2,4380.0,267.40259399
2017-10-06 16:30:00,4380.0,4385.0,4386.4,4370.0,390.33367944
2017-10-06 17:00:00,4385.0,4401.8,4405.7,4384.9,394.01362578
2017-10-06 17:30:00,4401.8,4340.0,4401.9,4325.2,4966.2754446
2017-10-06 18:00:00,4340.0,4344.8,4359.9,4330.1,735.40397843
2017-10-06 18:30:00,4346.8,4342.0,4353.2,4340.5,236.35507047
2017-10-06 19:00:00,4342.0,4314.9,4345.3,4310.0,512.99113008
2017-10-06 19:30:00,4314.9,4344.9,4345.0,4314.3,206.51822809
2017-10-06 20:00:00,4344.9,4342.5,4352.0,4335.0,388.75191318
2017-10-06 20:30:00,4341.2,4332.8,4346.9,4332.8,230.95525894
2017-10-06 21:00:00,4332.9,4340.0,4350.0,4331.5,228.02365728
2017-10-06 21:30:00,4339.9,4339.7,4349.0,4337.6,144.31612013
2017-10-06 22:00:00,4340.1,4346.5,4347.3,4337.6,135.77015053
2017-10-06 22:30:00,4346.8,4352.0,4359.0,4346.8,222.80238024
2017-10-06 23:00:00,4352.0,4374.0,4375.7,4352.0,401.82658905
2017-10-06 23:30:00,4374.0,4370.0,4380.0,4365.2,215.09824072
2017-10-07 00:00:00,4370.0,4371.7,4375.5,4363.9,279.35720699
2017-10-07 00:30:00,4372.0,4382.5,4393.2,4366.9,506.13735704
2017-10-07 01:00:00,4380.1,4372.5,4382.4,4370.8,137.8740881
2017-10-07 01:30:00,4373.6,4376.1,4379.2,4370.1,101.77548411
2017-10-07 02:00:00,4376.7,4361.3,4376.8,4360.0,302.17848118
2017-10-07 02:30:00,4361.4,4365.1,4368.6,4361.1,49.87889332
2017-10-07 03:00:00,4364.9,4361.0,4367.9,4360.0,62.62126633
2017-10-07 03:30:00,4361.0,4364.7,4373.6,4360.1,84.51251803
2017-10-07 04:00:00,4364.7,4367.4,4370.9,4364.0,89.15031367
2017-10-07 04:30:00,4367.4,4374.9,4374.9,4367.3,88.53777629
2017-10-07 05:00:00,4375.0,4373.8,4381.0,4373.1,121.03418126
2017-10-07 05:30:00,4373.7,4376.4,4378.5,4371.0,129.69861762
2017-10-07 06:00:00,4376.5,4364.4,4377.1,4364.4,123.91104552
2017-10-07 06:30:00,4364.3,4342.3,4368.2,4331.1,771.25179565
2017-10-07 07:00:00,4342.4,4339.0,4344.0,4332.83588707,143.29141096
2017-10-07 07:30:00,4338.0,4333.1,4339.5,4330.0,231.14138577
2017-10-07 08:00:00,4333.0,4344.0,4344.0,4333.0,126.4286082
2017-10-07 08:30:00,4344.0,4347.7,4352.7,4342.9,144.54829553
2017-10-07 09:00:00,4346.1,4343.1,4350.0,4340.0,100.06741194
2017-10-07 09:30:00,4342.4,4344.6,4350.0,4340.0,194.62425562
2017-10-07 10:00:00,4344.3,4343.0,4345.9,4336.5,104.93892493
2017-10-07 10:30:00,4343.0,4323.1,4343.6,4323.1,239.9344912
2017-10-07 11:00:00,4323.0,4334.6,4335.0,4309.0,362.03974092
2017-10-07 11:30:00,4334.8,4327.6,4334.8,4325.0,85.08543278
2017-10-07 12:00:00,4327.4,4335.0,4337.8,4325.4,93.87505146
2017-10-07 12:30:00,4334.6,4340.0,4340.0,4319.5,672.00308699
2017-10-07 13:00:00,4340.0,4353.5,4365.0,4339.9,315.40352294
2017-10-07 13:30:00,4353.5,4357.2,4365.0,4351.6,240.19275960000002
2017-10-07 14:00:00,4357.5,4365.0,4365.0,4356.7,223.12654198
2017-10-07 14:30:00,4365.5,4346.7,4369.0,4345.2,282.52405738
2017-10-07 15:00:00,4346.7,4342.3,4350.0,4334.0,241.88040973
2017-10-07 15:30:00,4342.2,4350.9,4351.8,4342.2,164.76645897
2017-10-07 16:00:00,4351.0,4332.5,4351.6,4324.6,202.0291272
2017-10-07 16:30:00,4332.1,4338.8,4345.0,4331.2,252.31158824
2017-10-07 17:00:00,4339.2,4345.5,4349.0,4337.0,265.09663682
2017-10-07 17:30:00,4344.9,4359.6,4362.0,4344.5,280.88958599
2017-10-07 18:00:00,4360.0,4350.0,4360.0,4349.3,150.66320326
2017-10-07 18:30:00,4350.1,4349.5,4354.5,4344.9,155.25907595
2017-10-07 19:00:00,4349.0,4342.2,4351.9,4340.7,117.18479411
2017-10-07 19:30:00,4345.3,4341.7,4350.5,4339.0,106.69319629
2017-10-07 20:00:00,4341.8,4338.9,4354.0,4334.3,149.39738657
2017-10-07 20:30:00,4337.8,4343.5,4349.1,4334.0,202.08301569
2017-10-07 21:00:00,4343.0,4344.1,4347.8,4335.2,133.53234344
2017-10-07 21:30:00,4344.2,4349.7,4351.9,4343.0,90.25701007
2017-10-07 22:00:00,4349.6,4385.0,4392.4,4346.5,938.30976615
2017-10-07 22:30:00,4388.0,4468.7,4505.0,4385.2,5420.42810067
2017-10-07 23:00:00,4469.0,4464.3,4485.89878366,4451.0,1576.88077151
2017-10-07 23:30:00,4464.3,4435.6,4464.3,4435.6,569.07951486
2017-10-08 00:00:00,4435.9,4468.0,4490.0,4434.7,1205.22193374
2017-10-08 00:30:00,4467.8,4454.8,4469.2,4449.8,394.24778943
2017-10-08 01:00:00,4454.7,4440.0,4455.0,4439.7,289.49341125
2017-10-08 01:30:00,4440.0,4454.0,4455.0,4439.4,237.90458945
2017-10-08 02:00:00,4454.0,4433.9,4454.0,4416.3,1514.87689955
2017-10-08 02:30:00,4434.0,4435.1,4441.1,4431.2,203.43258024
2017-10-08 03:00:00,4435.1,4438.8,4440.0,4431.0,140.65323322
2017-10-08 03:30:00,4438.8,4444.8,4445.7,4430.4,371.64333027
2017-10-08 04:00:00,4444.4,4417.9,4445.7,4417.1,428.30111643
2017-10-08 04:30:00,4418.0,4433.7,4433.7,4417.9,221.41043435
2017-10-08 05:00:00,4433.7,4435.9,4439.7,4432.2,137.47971199
2017-10-08 05:30:00,4435.9,4438.0,4443.2,4432.0,195.93010309
2017-10-08 06:00:00,4438.7,4438.1,4440.0,4435.0,177.11115557
2017-10-08 06:30:00,4439.9,4455.1,4468.0,4438.1,594.58973863
2017-10-08 07:00:00,4455.1,4464.8,4470.0,4446.7,720.71006902
2017-10-08 07:30:00,4464.9,4452.7,4467.7,4449.0,570.18487135
2017-10-08 08:00:00,4452.6,4462.6,4470.0,4451.3,790.58644765
2017-10-08 08:30:00,4462.6,4460.1,4463.0,4449.0,457.79946332
2017-10-08 09:00:00,4460.3,4453.3,4462.8,4449.8,271.02090489
