Date,EOS.open,EOS.close,EOS.high,EOS.low,EOS.volume
2017-10-04 05:30:00,0.62154,0.62971,0.63236,0.62154,45304.93584156
2017-10-04 06:00:00,0.62971,0.62727,0.6322,0.62131,40580.88217656
2017-10-04 06:30:00,0.62717,0.62204,0.6274,0.6212,104359.27598275
2017-10-04 07:00:00,0.62204,0.62488,0.6282,0.622,38883.14338932
2017-10-04 07:30:00,0.62488,0.62599,0.6272,0.6223,25393.44326137
2017-10-04 08:00:00,0.62694,0.6145,0.62694,0.61,287250.37984247
2017-10-04 08:30:00,0.6121,0.61243,0.61846,0.6076,50414.83042312
2017-10-04 09:00:00,0.61239,0.60692,0.6125,0.603,97093.09111543
2017-10-04 09:30:00,0.6066,0.60215,0.6067,0.601,40588.34984903
2017-10-04 10:00:00,0.60141,0.6,0.60306,0.6,358636.97446802
2017-10-04 10:30:00,0.60139,0.60393,0.605,0.6,129665.23331521
2017-10-04 11:00:00,0.60011,0.59077,0.6004,0.5884,237227.7267498
2017-10-04 11:30:00,0.59077,0.5854,0.5944,0.5854,68035.42102355
2017-10-04 12:00:00,0.586,0.59068,0.59068,0.58421,74515.45085536
2017-10-04 12:30:00,0.5897,0.589,0.5925,0.5816,54102.36651325
2017-10-04 13:00:00,0.58889,0.58736,0.58889,0.5806,23020.001635419998
2017-10-04 13:30:00,0.58734,0.59475,0.6,0.58688,64878.82227049
2017-10-04 14:00:00,0.59432,0.59,0.5972,0.58801,96182.98759958
2017-10-04 14:30:00,0.59,0.5893,0.60179,0.5881,57920.16760106
2017-10-04 15:00:00,0.5893,0.5946,0.59479,0.5889,10386.162022550001
2017-10-04 15:30:00,0.59214,0.59174,0.59474,0.59174,5138.1960188
2017-10-04 16:00:00,0.59399,0.59499,0.59499,0.59386,2096.49850844
2017-10-04 16:30:00,0.594,0.595,0.595,0.59001,4104.26146641
2017-10-04 17:00:00,0.59314,0.592,0.59314,0.59,20126.37255908
2017-10-04 17:30:00,0.592,0.59201,0.59464,0.59101,7562.30392823
2017-10-04 18:00:00,0.59201,0.592,0.59425,0.592,3435.290844
2017-10-04 18:30:00,0.59384,0.59349,0.59384,0.592,8015.683476
2017-10-04 19:00:00,0.59207,0.59206,0.59488,0.59206,837.51601079
2017-10-04 19:30:00,0.59499,0.595,0.595,0.59476,1737.5703534900001
2017-10-04 20:00:00,0.5949,0.5957,0.5957,0.593,6313.6009472000005
2017-10-04 20:30:00,0.594,0.59672,0.59749,0.592,15538.5466467
2017-10-04 21:00:00,0.59577,0.59621,0.59621,0.59218,1436.61201518
2017-10-04 21:30:00,0.59608,0.59489,0.59632,0.5927,1261.57666227
2017-10-04 22:00:00,0.59728,0.59639,0.59895,0.59434,13046.727639499999
2017-10-04 22:30:00,0.599,0.60047,0.60184,0.59873,33603.295159760004
2017-10-04 23:00:00,0.60129,0.60198,0.60224,0.59794,22105.064156340002
2017-10-04 23:30:00,0.59826,0.60199,0.602,0.59826,8888.479969
2017-10-05 00:00:00,0.59888,0.60323,0.60425,0.59813,16048.33231648
2017-10-05 00:30:00,0.60323,0.60169,0.60323,0.59872,8993.411229450001
2017-10-05 01:00:00,0.59945,0.59724,0.602,0.59411,31966.07813411
2017-10-05 01:30:00,0.59415,0.596,0.598,0.5935,7177.89838029
2017-10-05 02:00:00,0.596,0.59762,0.59953,0.596,14178.23236563
2017-10-05 02:30:00,0.59999,0.60193,0.60196,0.59817,36937.24857933
2017-10-05 03:00:00,0.60101,0.60019,0.60259,0.5977,23969.3239595
2017-10-05 03:30:00,0.59771,0.58748,0.59771,0.58748,84607.52356787
2017-10-05 04:00:00,0.58807,0.58197,0.58807,0.58,46049.6160565
2017-10-05 04:30:00,0.58202,0.58454,0.58758,0.58,21032.09368677
2017-10-05 05:00:00,0.58636,0.58717,0.592,0.58521,22897.73284672
2017-10-05 05:30:00,0.58889,0.58819,0.59081,0.58753,2749.40489171
2017-10-05 06:00:00,0.58753,0.59,0.59,0.58707,8249.86680322
2017-10-05 06:30:00,0.59,0.58846,0.59217,0.5882,20580.56165788
2017-10-05 07:00:00,0.5884,0.588,0.58999,0.588,11930.74424874
2017-10-05 07:30:00,0.58729,0.58189,0.58805,0.5801,19966.63892225
2017-10-05 08:00:00,0.58113,0.58,0.58244,0.58,37581.70805842
2017-10-05 08:30:00,0.581,0.5774,0.581,0.57,622069.51997814
2017-10-05 09:00:00,0.57737,0.5805,0.58278,0.5741,50163.19085604
2017-10-05 09:30:00,0.58001,0.58365,0.58765,0.58001,127141.71392775
2017-10-05 10:00:00,0.58504,0.6051,0.6064,0.57972,246996.65808023
2017-10-05 10:30:00,0.6054,0.60568,0.6068,0.6,70235.60280395
2017-10-05 11:00:00,0.60559,0.60597,0.61,0.59899,94854.67537244
2017-10-05 11:30:00,0.60161,0.592,0.6043,0.5909,168182.4210016
2017-10-05 12:00:00,0.592,0.59,0.59511,0.5853,331168.48644686
2017-10-05 12:30:00,0.59,0.60075,0.60829,0.58864,94021.27475624
2017-10-05 13:00:00,0.60412,0.5999,0.6099,0.5946,69347.61994483
2017-10-05 13:30:00,0.5999,0.6021,0.609,0.5999,89390.73322554
2017-10-05 14:00:00,0.60425,0.60984,0.6113,0.6024,57637.662692059996
2017-10-05 14:30:00,0.60882,0.6092,0.6114,0.60398,42759.59545803
2017-10-05 15:00:00,0.60801,0.61188,0.612,0.60801,21019.92844233
2017-10-05 15:30:00,0.61196,0.6225,0.62333,0.61196,173280.32429064
2017-10-05 16:00:00,0.6225,0.6231,0.62437,0.622,68155.06479446
2017-10-05 16:30:00,0.62196,0.6118,0.625,0.611,55780.46377529
2017-10-05 17:00:00,0.61204,0.61001,0.61566,0.61,48101.92642681
2017-10-05 17:30:00,0.61352,0.60184,0.61352,0.60184,69037.90623037
2017-10-05 18:00:00,0.60482,0.615,0.6178,0.60128,35515.21173256
2017-10-05 18:30:00,0.615,0.6184,0.6197,0.60985,18856.62405958
2017-10-05 19:00:00,0.61788,0.61789,0.61909,0.61476,6645.16654721
2017-10-05 19:30:00,0.61555,0.6158,0.61603,0.615,30216.14262409
2017-10-05 20:00:00,0.6163,0.6198,0.6199,0.61116,62902.92898476
2017-10-05 20:30:00,0.6198,0.61988,0.6199,0.61228,26989.23418764
2017-10-05 21:00:00,0.61988,0.62,0.6243,0.61431,36238.83521457
2017-10-05 21:30:00,0.62,0.6041,0.62251,0.6041,116736.45135968001
2017-10-05 22:00:00,0.60777,0.61604,0.61604,0.603,35190.40458501
2017-10-05 22:30:00,0.61266,0.61529,0.61584,0.6084,63270.90910432
2017-10-05 23:00:00,0.60972,0.60577,0.6182,0.60577,19220.62626542
2017-10-05 23:30:00,0.60552,0.60563,0.60577,0.60121,40721.17445163
2017-10-06 00:00:00,0.60437,0.595,0.60517,0.594,50722.54877512
2017-10-06 00:30:00,0.5949,0.5944,0.5983,0.5934,5743.5022189500005
2017-10-06 01:00:00,0.59539,0.5996,0.5996,0.59233,39739.11142512
2017-10-06 01:30:00,0.5963,0.5964,0.60024,0.5963,6656.5564398
2017-10-06 02:00:00,0.59666,0.59788,0.59886,0.59247,51601.3426669
2017-10-06 02:30:00,0.59458,0.59459,0.6025,0.59458,36321.99801918
2017-10-06 03:00:00,0.59512,0.59437,0.59786,0.59233,46898.51061107
2017-10-06 03:30:00,0.59506,0.5924,0.5958,0.59233,13184.92915633
2017-10-06 04:00:00,0.595,0.59671,0.59682,0.5915,20660.19774386
2017-10-06 04:30:00,0.59422,0.5946,0.5975,0.59412,758.0587930300001
2017-10-06 05:00:00,0.59511,0.5975,0.6023,0.59503,11561.80251771
2017-10-06 05:30:00,0.59819,0.60878,0.6101,0.59819,80101.05911361
2017-10-06 06:00:00,0.61049,0.60935,0.61269,0.6053,163043.00863533
2017-10-06 06:30:00,0.60935,0.60418,0.6106,0.60284,23182.82973192
2017-10-06 07:00:00,0.60478,0.60512,0.60629,0.60415,8468.52706041
2017-10-06 07:30:00,0.605,0.60315,0.60879,0.60124,45779.569137469996
2017-10-06 08:00:00,0.60321,0.591,0.60629,0.591,75228.46357105
2017-10-06 08:30:00,0.591,0.60043,0.60227,0.585,241885.43046123
2017-10-06 09:00:00,0.59931,0.59831,0.6,0.593,53276.65986745
2017-10-06 09:30:00,0.59564,0.59755,0.59949,0.5934,10716.52298704
2017-10-06 10:00:00,0.59853,0.60732,0.6099,0.59853,41491.06056359
2017-10-06 10:30:00,0.60867,0.60749,0.6121,0.60721,39942.99748843
2017-10-06 11:00:00,0.6072,0.6111,0.6111,0.6072,32436.54026908
2017-10-06 11:30:00,0.61048,0.60778,0.61145,0.60744,17788.77205378
2017-10-06 12:00:00,0.60744,0.6072,0.61067,0.6072,40093.38948454
2017-10-06 12:30:00,0.60791,0.6072,0.61009,0.6072,89001.34067668
2017-10-06 13:00:00,0.6072,0.5951,0.6072,0.595,121222.50668947
2017-10-06 13:30:00,0.595,0.5952,0.6062,0.595,55554.45581809
2017-10-06 14:00:00,0.5951,0.59733,0.59889,0.595,46581.62844252
2017-10-06 14:30:00,0.59775,0.59898,0.6,0.59531,21821.56035046
2017-10-06 15:00:00,0.6001,0.6017,0.60469,0.59898,13622.51298445
2017-10-06 15:30:00,0.6015,0.6014,0.6016,0.6,8804.41461675
2017-10-06 16:00:00,0.601,0.59715,0.601,0.5963,9518.2099707
2017-10-06 16:30:00,0.59658,0.5995,0.59999,0.59606,16315.74373442
2017-10-06 17:00:00,0.59949,0.59999,0.59999,0.5994,2700.18598474
2017-10-06 17:30:00,0.59998,0.595,0.59999,0.595,27947.80682445
2017-10-06 18:00:00,0.59501,0.595,0.59918,0.595,13874.48829947
2017-10-06 18:30:00,0.595,0.5999,0.6,0.595,18692.50805978
2017-10-06 19:00:00,0.5999,0.59956,0.6,0.595,12206.34906514
2017-10-06 19:30:00,0.59879,0.59993,0.59999,0.5951,15234.93792462
2017-10-06 20:00:00,0.59991,0.59301,0.59991,0.59301,26670.51608675
2017-10-06 20:30:00,0.5936,0.5936,0.59478,0.592,22776.91663859
2017-10-06 21:00:00,0.5936,0.59379,0.59389,0.59241,4510.62111711
2017-10-06 21:30:00,0.593,0.5929,0.593,0.592,25126.66465809
2017-10-06 22:00:00,0.593,0.593,0.593,0.5921,7548.88886809
2017-10-06 22:30:00,0.593,0.59496,0.597,0.59202,30231.26647593
2017-10-06 23:00:00,0.5937,0.59824,0.59834,0.5932,11896.62441077
2017-10-06 23:30:00,0.59834,0.59901,0.59911,0.5942,1605.26478792
2017-10-07 00:00:00,0.5965,0.5977,0.60329,0.5965,13844.76525393
2017-10-07 00:30:00,0.5977,0.60369,0.60369,0.5977,11107.86322062
2017-10-07 01:00:00,0.60399,0.606,0.60806,0.602,42947.95809993
2017-10-07 01:30:00,0.60421,0.6013,0.6078,0.60025,31588.6837856
2017-10-07 02:00:00,0.60098,0.6041,0.60681,0.60098,6264.29493256
2017-10-07 02:30:00,0.6041,0.59871,0.60439,0.5977,1660.57021776
2017-10-07 03:00:00,0.60099,0.59924,0.60099,0.59924,1446.766
2017-10-07 03:30:00,0.601,0.6037,0.604,0.6,9806.12689453
2017-10-07 04:00:00,0.6003,0.59999,0.60299,0.59652,6849.86546728
2017-10-07 04:30:00,0.6,0.59799,0.60123,0.59443,7049.13765358
2017-10-07 05:00:00,0.5977,0.59412,0.59798,0.5932,28066.42307637
2017-10-07 05:30:00,0.596,0.59571,0.59799,0.59016,29610.98118359
2017-10-07 06:00:00,0.596,0.5944,0.59688,0.59038,18871.88691836
2017-10-07 06:30:00,0.5944,0.59,0.5944,0.59,106708.11914628
2017-10-07 07:00:00,0.5901,0.584,0.5925,0.5835,144921.3292602
2017-10-07 07:30:00,0.58252,0.5764,0.58729,0.576,198870.75446615
2017-10-07 08:00:00,0.57698,0.58072,0.58509,0.575,86014.5670636
2017-10-07 08:30:00,0.58083,0.58035,0.5848,0.576,65237.74522864
2017-10-07 09:00:00,0.58025,0.58252,0.58286,0.58,15539.23181444
2017-10-07 09:30:00,0.58237,0.58368,0.58368,0.58237,1047.192069
2017-10-07 10:00:00,0.58363,0.5863,0.5863,0.5803,12144.10895818
2017-10-07 10:30:00,0.5864,0.5792,0.587,0.5792,23182.904669659998
2017-10-07 11:00:00,0.581,0.58096,0.581,0.5752,52405.76628623
2017-10-07 11:30:00,0.5784,0.5799,0.5831,0.57557,37218.90812404
2017-10-07 12:00:00,0.57612,0.58162,0.58162,0.57612,9532.19422386
2017-10-07 12:30:00,0.58162,0.5809,0.58225,0.5809,10903.981887860002
2017-10-07 13:00:00,0.58108,0.58384,0.58384,0.58108,13557.06873955
2017-10-07 13:30:00,0.5834,0.5852,0.58879,0.5834,71005.65747789
2017-10-07 14:00:00,0.5866,0.58878,0.58878,0.5812,25726.71622758
2017-10-07 14:30:00,0.58562,0.585,0.5882,0.5818,17249.31277466
2017-10-07 15:00:00,0.585,0.58418,0.5865,0.58312,4885.443230790001
2017-10-07 15:30:00,0.58499,0.5859,0.588,0.5821,4469.6327257
2017-10-07 16:00:00,0.58589,0.588,0.588,0.583,7471.69880596
2017-10-07 16:30:00,0.58788,0.5877,0.588,0.585,2974.50635704
2017-10-07 17:00:00,0.58743,0.58679,0.5876,0.5833,596.9087635
2017-10-07 17:30:00,0.5879,0.58368,0.588,0.58368,1528.0414019999998
2017-10-07 18:00:00,0.58534,0.586,0.5871,0.58534,57.0
2017-10-07 18:30:00,0.58339,0.58113,0.58499,0.581,17401.15259344
2017-10-07 19:00:00,0.58244,0.5811,0.58519,0.5811,4648.67423706
2017-10-07 19:30:00,0.5811,0.58399,0.58416,0.58091,11177.69787833
2017-10-07 20:00:00,0.5842,0.586,0.5866,0.58185,5493.23280789
2017-10-07 20:30:00,0.5858,0.581,0.586,0.58091,11025.37539822
2017-10-07 21:00:00,0.58269,0.58101,0.5859,0.581,10182.285599230001
2017-10-07 21:30:00,0.5813,0.57941,0.5848,0.57941,59302.807597449995
2017-10-07 22:00:00,0.5795,0.57509,0.5801,0.57,158277.01003529
2017-10-07 22:30:00,0.5751,0.58528,0.58546,0.57471,28175.494306970002
2017-10-07 23:00:00,0.5851,0.58577,0.586,0.58242,17819.94115829
2017-10-07 23:30:00,0.58597,0.58789,0.5886,0.5785,66297.62157113
2017-10-08 00:00:00,0.58331,0.5879,0.59,0.5826,15663.70143799
2017-10-08 00:30:00,0.5875,0.5987,0.6,0.584,90631.09531295
2017-10-08 01:00:00,0.59826,0.59827,0.59999,0.596,31533.31298871
2017-10-08 01:30:00,0.59848,0.594,0.60089,0.5922,81382.46147533
2017-10-08 02:00:00,0.5943,0.59251,0.5958,0.5925,24241.89986746
2017-10-08 02:30:00,0.59251,0.58926,0.5977,0.58926,43593.42811543
2017-10-08 03:00:00,0.59184,0.59,0.5931,0.58989,4187.02696506
2017-10-08 03:30:00,0.59,0.59,0.59087,0.588,4176.11950922
2017-10-08 04:00:00,0.58915,0.5863,0.5907,0.5863,25103.76014127
2017-10-08 04:30:00,0.5863,0.5823,0.58669,0.58111,29719.02875738
2017-10-08 05:00:00,0.58218,0.58521,0.58521,0.5806,29838.4774197
2017-10-08 05:30:00,0.584,0.5813,0.5845,0.58,15109.80086536
2017-10-08 06:00:00,0.5813,0.5792,0.5813,0.575,56998.64642936
2017-10-08 06:30:00,0.5789,0.57606,0.58018,0.57443,36012.61967992
2017-10-08 07:00:00,0.57492,0.5818,0.58238,0.57492,582079.11994245
2017-10-08 07:30:00,0.581,0.5812,0.5818,0.58,5615.44659983
2017-10-08 08:00:00,0.58045,0.581,0.5818,0.579,45920.34620641
2017-10-08 08:30:00,0.581,0.58,0.5818,0.58,18608.93257449
