Date,ETH.open,ETH.close,ETH.high,ETH.low,ETH.volume
2017-10-18 23:00:00,312.1,311.3,312.17,309.99,2441.20891716
2017-10-18 23:30:00,311.3,313.45,315.0,311.2,6101.81970207
2017-10-19 00:00:00,313.42,311.53,313.99,310.86,2673.91954669
2017-10-19 00:30:00,311.54,310.91,311.55,309.33,1887.22804237
2017-10-19 01:00:00,310.94,314.99,315.0,310.91,4833.62650965
2017-10-19 01:30:00,315.0,315.53,316.5,314.5,5813.78661147
2017-10-19 02:00:00,315.58,314.05,316.29,313.5,2117.81355488
2017-10-19 02:30:00,314.05,311.62,314.39,310.02,1637.62816944
2017-10-19 03:00:00,311.61,311.97,313.5,310.99,1101.91120958
2017-10-19 03:30:00,312.17,312.45,313.44,311.66,763.59134079
2017-10-19 04:00:00,312.7,313.36,314.9,312.0,1198.68805909
2017-10-19 04:30:00,313.21,311.32,314.12,311.32,919.70228514
2017-10-19 05:00:00,311.32,310.65,312.03,310.49,991.22042191
2017-10-19 05:30:00,310.88,306.86,311.0,306.03,3867.07048696
2017-10-19 06:00:00,307.32,305.57,308.58,305.42,2097.42265205
2017-10-19 06:30:00,305.45,305.39,306.34,304.51,4162.79193545
2017-10-19 07:00:00,305.46,306.8,307.4,304.64,2124.11819966
2017-10-19 07:30:00,306.56,306.91,307.97,306.55,1230.53482509
2017-10-19 08:00:00,306.93,309.2,309.51,306.51,1417.88800444
2017-10-19 08:30:00,309.35,307.76,310.32,307.18,2691.96224442
2017-10-19 09:00:00,307.76,308.78,309.96,306.71,2777.45890512
2017-10-19 09:30:00,308.79,309.48,309.95,307.9,4627.67797824
2017-10-19 10:00:00,309.48,308.29,309.5,307.71,2239.51544426
2017-10-19 10:30:00,308.25,308.31,308.8,307.25,3066.18247832
2017-10-19 11:00:00,308.3,307.36,308.3,307.05,3034.6063755
2017-10-19 11:30:00,307.49,306.33,307.5,306.32,3212.17159166
2017-10-19 12:00:00,306.33,305.6,306.33,304.0,2550.43542107
2017-10-19 12:30:00,305.59,306.4,306.93,305.25,1260.97435216
2017-10-19 13:00:00,306.14,306.16,306.5,304.45,2609.17595143
2017-10-19 13:30:00,306.08,307.49,307.49,304.97,1709.57842035
2017-10-19 14:00:00,307.49,310.0,310.64,306.81,4096.68093648
2017-10-19 14:30:00,309.49,312.63,314.02,308.91,7799.29468753
2017-10-19 15:00:00,312.69,311.22,314.0,310.04,6294.43657004
2017-10-19 15:30:00,311.2,307.54,311.49,305.88,3958.22283498
2017-10-19 16:00:00,307.57,308.99,310.24,307.39,2928.81728321
2017-10-19 16:30:00,308.96,308.63,309.0,308.45,1817.58566717
2017-10-19 17:00:00,308.83,307.15,310.0,306.79,2583.04832863
2017-10-19 17:30:00,307.29,307.16,308.0,306.33,2588.94260784
2017-10-19 18:00:00,307.28,307.35,307.78,306.33,2173.5485226
2017-10-19 18:30:00,307.15,305.89,307.87,305.68,2915.60696758
2017-10-19 19:00:00,305.83,306.0,306.69,305.53,2053.96951433
2017-10-19 19:30:00,305.99,305.81,306.39,304.68,2034.1819532
2017-10-19 20:00:00,305.91,306.62,307.41,304.85,2314.22396076
2017-10-19 20:30:00,306.4,307.17,307.93,306.11,1184.48893005
2017-10-19 21:00:00,306.84,306.88,307.49,306.15,847.74155418
2017-10-19 21:30:00,306.65,308.28,308.28,306.65,793.5790773699999
2017-10-19 22:00:00,308.28,307.52,309.0,307.0,685.68234699
2017-10-19 22:30:00,307.59,308.57,308.74,307.59,842.9230112
2017-10-19 23:00:00,308.46,308.0,308.6,307.99,869.71147201
2017-10-19 23:30:00,308.0,306.97,308.0,306.67,874.81031009
2017-10-20 00:00:00,306.96,308.06,308.55,306.22,872.97414483
2017-10-20 00:30:00,308.19,309.3,309.89,308.19,1330.33732312
2017-10-20 01:00:00,309.19,308.25,309.5,308.25,1428.29038919
2017-10-20 01:30:00,308.25,306.99,308.26,306.8,863.86952649
2017-10-20 02:00:00,307.0,307.48,307.89,307.0,450.93325266
2017-10-20 02:30:00,307.55,306.9,307.75,305.98,2057.19169343
2017-10-20 03:00:00,307.07,307.61,307.61,306.53,1531.72859429
2017-10-20 03:30:00,307.62,308.09,308.09,306.91,1788.75976366
2017-10-20 04:00:00,308.0,307.98,308.79,307.48,1176.83319927
2017-10-20 04:30:00,308.0,307.52,308.41,307.45,1342.0431957
2017-10-20 05:00:00,307.51,307.5,307.8,306.6,1211.03719681
2017-10-20 05:30:00,307.5,306.34,308.02,306.29,1857.78002879
2017-10-20 06:00:00,306.41,305.88,307.92,305.11,2845.86126505
2017-10-20 06:30:00,305.86,304.8,305.9,303.1,2961.21421434
2017-10-20 07:00:00,304.7,305.1,305.28,304.12,1118.68863115
2017-10-20 07:30:00,305.19,304.5,305.28,304.47,1740.29268993
2017-10-20 08:00:00,304.5,304.35,305.23,304.26,1707.07047837
2017-10-20 08:30:00,304.35,303.9,304.86,303.41,1220.03073174
2017-10-20 09:00:00,303.83,303.0,304.0,302.5,3491.72673737
2017-10-20 09:30:00,303.0,303.33,303.93,301.97,5000.86895177
2017-10-20 10:00:00,303.2,304.9,305.22,302.98,1175.91410829
2017-10-20 10:30:00,304.77,304.47,305.22,303.72,1443.84501689
2017-10-20 11:00:00,304.44,304.57,305.85,304.29,1905.98218968
2017-10-20 11:30:00,304.57,304.35,305.09,303.68,2243.98581807
2017-10-20 12:00:00,304.33,304.73,306.9,304.13,2371.57750449
2017-10-20 12:30:00,304.73,304.66,305.44,303.97,1513.35084807
2017-10-20 13:00:00,304.64,305.38,305.86,304.32,1008.72702676
2017-10-20 13:30:00,305.42,307.64,308.0,305.37,2303.25998587
2017-10-20 14:00:00,307.57,309.87,309.95,305.98,4410.25202185
2017-10-20 14:30:00,309.65,307.94,310.97,305.0,12413.9708709
2017-10-20 15:00:00,308.17,310.95,312.0,307.84,7683.0230282
2017-10-20 15:30:00,311.04,309.71,313.01,308.69,6744.08478256
2017-10-20 16:00:00,309.98,306.78,310.95,305.01,5081.33938641
2017-10-20 16:30:00,306.78,308.37,308.82,306.22,1971.82773473
2017-10-20 17:00:00,308.43,307.77,308.79,306.0,2481.99959635
2017-10-20 17:30:00,307.74,307.35,308.1,306.39,1307.91876051
2017-10-20 18:00:00,307.6,308.21,308.85,307.6,1886.49450784
2017-10-20 18:30:00,308.19,307.76,308.21,306.73,821.26188312
2017-10-20 19:00:00,307.76,308.36,308.43,307.64,969.95965089
2017-10-20 19:30:00,308.43,306.1,309.33,305.52,1828.74275668
2017-10-20 20:00:00,306.1,302.5,306.7,301.04,9978.9945933
2017-10-20 20:30:00,302.43,304.85,304.99,301.57,2448.10323259
2017-10-20 21:00:00,304.96,303.01,305.45,303.0,2901.2899882
2017-10-20 21:30:00,303.02,304.19,304.48,302.4,1346.64685991
2017-10-20 22:00:00,304.5,303.98,304.8,303.34,961.38445554
2017-10-20 22:30:00,304.03,303.2,304.03,302.3,1664.15566757
2017-10-20 23:00:00,303.29,303.48,303.48,301.9,1359.62786222
2017-10-20 23:30:00,303.47,302.61,304.0,302.45,1116.33837417
2017-10-21 00:00:00,302.57,302.3,302.7,301.05,1483.05544864
2017-10-21 00:30:00,302.17,301.63,302.46,300.95,1941.97857906
2017-10-21 01:00:00,301.86,302.15,303.0,301.59,1029.31530082
2017-10-21 01:30:00,302.12,300.47,303.0,300.15,1999.7093991
2017-10-21 02:00:00,300.47,299.8,301.59,299.68,1024.6866203
2017-10-21 02:30:00,299.8,300.65,301.0,299.79,869.6037007799999
2017-10-21 03:00:00,300.61,301.77,301.96,300.24,738.69424929
2017-10-21 03:30:00,301.96,300.38,301.97,299.02,1231.7230223
2017-10-21 04:00:00,300.32,299.01,300.85,296.5,3452.69562749
2017-10-21 04:30:00,299.0,297.21,299.06,296.38,2667.26571833
2017-10-21 05:00:00,297.21,299.3,299.7,296.93,3247.85596313
2017-10-21 05:30:00,299.39,298.49,301.32,298.49,2124.24820773
2017-10-21 06:00:00,298.49,297.63,298.92,297.06,1072.65123156
2017-10-21 06:30:00,297.5,299.1,299.55,297.08,1289.34996389
2017-10-21 07:00:00,299.11,298.82,299.29,298.58,717.45711067
2017-10-21 07:30:00,298.81,298.25,299.35,297.72,1142.38935253
2017-10-21 08:00:00,298.16,296.5,298.3,296.02,2594.6819448
2017-10-21 08:30:00,296.39,297.06,297.28,296.01,1284.9178025200001
2017-10-21 09:00:00,297.06,297.9,297.99,296.69,685.23005489
2017-10-21 09:30:00,297.9,296.72,297.9,296.54,685.67809048
2017-10-21 10:00:00,296.73,296.52,297.58,296.49,931.17827012
2017-10-21 10:30:00,296.52,295.75,297.13,295.56,4032.96049089
2017-10-21 11:00:00,295.92,295.48,296.3,295.18,4071.26123463
2017-10-21 11:30:00,295.47,294.91,295.65,294.34,5843.84531566
2017-10-21 12:00:00,294.91,294.05,294.91,293.7,3790.42305194
2017-10-21 12:30:00,293.9,294.76,294.9,293.82,3227.10414512
2017-10-21 13:00:00,294.51,294.32,294.9,294.12,1537.81410594
2017-10-21 13:30:00,294.31,294.8,295.6,294.18,2197.29688149
2017-10-21 14:00:00,294.81,295.74,296.5,294.41,1979.84230611
2017-10-21 14:30:00,295.7,293.32,295.9,293.0,2641.94416179
2017-10-21 15:00:00,293.45,293.74,294.57,292.87,2057.47780333
2017-10-21 15:30:00,293.62,291.27,293.81,289.31,9738.59042356
2017-10-21 16:00:00,291.23,291.28,292.02,290.4,2343.40219401
2017-10-21 16:30:00,291.15,293.28,293.81,290.75,3124.28314524
2017-10-21 17:00:00,293.43,294.08,294.12,290.44,4520.90152771
2017-10-21 17:30:00,294.17,296.36,299.74,294.02,5614.11000706
2017-10-21 18:00:00,296.36,297.75,298.27,295.08,1913.66455105
2017-10-21 18:30:00,297.76,298.08,300.97,297.76,2170.43051296
2017-10-21 19:00:00,297.96,297.46,297.96,296.0,931.61597575
2017-10-21 19:30:00,297.69,297.38,298.68,297.0,940.80187395
2017-10-21 20:00:00,297.23,298.0,300.34,297.23,2029.13356171
2017-10-21 20:30:00,298.01,296.77,298.01,295.05,1051.8833217
2017-10-21 21:00:00,296.75,299.51,299.52,296.28,1319.81209294
2017-10-21 21:30:00,299.51,299.58,300.18,298.58,1668.9445087
2017-10-21 22:00:00,299.58,299.33,300.57,299.19,1707.81664714
2017-10-21 22:30:00,299.34,300.35,300.49,298.98,416.89267685
2017-10-21 23:00:00,300.31,299.03,300.38,297.53,1695.91079026
2017-10-21 23:30:00,299.02,299.23,299.96,298.41,782.7433769
2017-10-22 00:00:00,299.29,300.21,300.23,299.28,433.90384368
2017-10-22 00:30:00,300.21,300.81,301.9,299.64,1450.87847259
2017-10-22 01:00:00,300.88,301.78,302.0,300.64,1033.14113117
2017-10-22 01:30:00,301.86,303.0,303.0,301.69,1946.97254135
2017-10-22 02:00:00,303.0,303.7,303.94,302.23,4838.90545077
2017-10-22 02:30:00,303.91,303.99,305.0,303.36,2967.08557231
2017-10-22 03:00:00,304.15,304.39,305.62,304.08,1472.83456857
2017-10-22 03:30:00,304.38,300.96,304.43,300.01,1972.13606825
2017-10-22 04:00:00,300.91,297.64,302.48,296.37,3483.93203726
2017-10-22 04:30:00,297.71,295.67,299.73,295.28,2078.77697951
2017-10-22 05:00:00,295.4,296.14,296.17,292.5,5503.33146501
2017-10-22 05:30:00,296.21,295.71,297.42,294.93,651.20792158
2017-10-22 06:00:00,295.71,295.0,295.91,292.25,1615.74963518
2017-10-22 06:30:00,294.96,296.01,296.5,294.2,1137.83327768
2017-10-22 07:00:00,295.92,294.86,296.16,293.55,1066.54519107
2017-10-22 07:30:00,294.73,294.13,295.69,294.06,672.85611045
2017-10-22 08:00:00,294.18,293.92,294.87,293.52,717.88023753
2017-10-22 08:30:00,294.02,296.19,296.4,293.96,2178.19418117
2017-10-22 09:00:00,296.19,295.38,296.27,294.01,1893.30357392
2017-10-22 09:30:00,295.39,292.94,296.32,292.0,1914.68307006
2017-10-22 10:00:00,293.01,293.46,294.66,292.87,738.36155644
2017-10-22 10:30:00,293.54,291.56,294.27,291.27,3040.33926454
2017-10-22 11:00:00,291.58,292.76,292.76,290.08,4316.94685394
2017-10-22 11:30:00,292.76,292.34,292.8,292.0,1683.19107299
2017-10-22 12:00:00,292.39,293.37,293.45,290.97,2821.18126246
2017-10-22 12:30:00,293.43,293.62,294.3,292.67,3397.73639724
2017-10-22 13:00:00,293.81,294.89,295.67,293.6,1780.93706447
2017-10-22 13:30:00,294.9,296.07,296.43,294.89,1591.30641366
2017-10-22 14:00:00,296.37,294.9,296.74,294.71,2622.17904489
2017-10-22 14:30:00,294.9,295.64,295.95,294.6,2907.82197849
2017-10-22 15:00:00,295.62,295.87,295.94,294.88,953.66515033
2017-10-22 15:30:00,295.54,295.21,296.0,294.2,876.29293868
2017-10-22 16:00:00,295.24,293.66,295.3,293.36,1590.47820766
2017-10-22 16:30:00,293.89,293.66,294.3,293.0,932.83356618
2017-10-22 17:00:00,293.45,292.85,294.01,292.78,1689.37698541
2017-10-22 17:30:00,292.83,292.52,293.59,292.52,1191.62794938
2017-10-22 18:00:00,292.51,292.98,292.98,291.88,1116.79045185
2017-10-22 18:30:00,292.98,290.98,293.0,290.82,3278.41713866
2017-10-22 19:00:00,290.98,291.38,292.23,290.88,1505.8709847
2017-10-22 19:30:00,291.27,291.48,291.57,289.99,3021.95880868
2017-10-22 20:00:00,291.54,291.51,292.27,290.61,1650.13659032
2017-10-22 20:30:00,291.5,289.4,291.76,289.4,2355.44332354
2017-10-22 21:00:00,289.41,291.68,292.1,289.41,2548.21847933
2017-10-22 21:30:00,291.7,293.54,293.85,291.47,2989.49461271
2017-10-22 22:00:00,293.53,292.69,294.92,290.99,3740.3949545
2017-10-22 22:30:00,292.58,291.82,294.08,291.82,791.81774211
2017-10-22 23:00:00,291.83,293.05,294.07,291.51,663.12263979
2017-10-22 23:30:00,293.09,293.55,294.1,292.74,841.26862483
2017-10-23 00:00:00,293.52,291.7,293.96,291.65,804.58560931
2017-10-23 00:30:00,291.69,293.28,293.42,291.51,646.57222065
2017-10-23 01:00:00,293.26,292.06,293.28,291.39,758.95465921
2017-10-23 01:30:00,292.1,292.03,293.19,292.0,675.36263958
2017-10-23 02:00:00,292.15,291.84,292.71,291.49,475.79686519
2017-10-23 02:30:00,291.8,292.06,292.51,291.57,264.26105734
2017-10-23 03:00:00,292.07,291.03,292.07,290.91,3905.90704487
2017-10-23 03:30:00,291.02,291.58,292.29,290.92,787.08043107
2017-10-23 04:00:00,291.91,290.67,292.33,290.0,1666.6113718
2017-10-23 04:30:00,290.67,291.19,291.92,290.0,1858.40803081
2017-10-23 05:00:00,291.01,291.42,291.58,290.64,1106.98138286
2017-10-23 05:30:00,291.42,290.04,291.96,289.43,1688.00668836
2017-10-23 06:00:00,290.04,287.3,290.04,287.27,5401.53020404
2017-10-23 06:30:00,287.38,285.86,287.39,282.0,11182.47364412
2017-10-23 07:00:00,285.71,286.69,287.0,285.49,2817.63663805
2017-10-23 07:30:00,286.69,285.1,287.0,284.1,2981.45879429
2017-10-23 08:00:00,285.1,283.09,285.5,282.0,4312.67935305
2017-10-23 08:30:00,283.18,281.93,284.46,281.93,3628.5096904
2017-10-23 09:00:00,281.97,282.68,282.73,277.33,8232.73602817
2017-10-23 09:30:00,282.64,284.23,284.3,280.9,3496.5677085
2017-10-23 10:00:00,284.24,284.1,286.37,283.19,3685.78953697
2017-10-23 10:30:00,284.08,285.97,286.01,283.97,1209.2753736
2017-10-23 11:00:00,285.74,285.99,286.33,284.68,3862.02329793
2017-10-23 11:30:00,285.99,285.83,287.3,285.45,2228.73875545
2017-10-23 12:00:00,285.89,282.89,286.0,282.31,4772.3159461
2017-10-23 12:30:00,282.89,280.14,282.99,278.98,7395.06633473
2017-10-23 13:00:00,280.14,275.3,281.45,275.11,6670.01067822
2017-10-23 13:30:00,275.27,276.18,278.4,273.55,10832.28719122
2017-10-23 14:00:00,276.33,278.04,278.46,275.48,4543.3957500999995
2017-10-23 14:30:00,277.96,276.68,278.8,274.28,4732.07889602
2017-10-23 15:00:00,276.72,277.6,278.13,273.5,5275.81318637
2017-10-23 15:30:00,277.38,278.92,279.92,276.26,5751.53190614
2017-10-23 16:00:00,278.99,278.53,279.0,275.42,3239.81800268
2017-10-23 16:30:00,278.52,281.99,281.99,278.4,5524.93595081
2017-10-23 17:00:00,281.99,282.2,283.5,281.01,3678.41037901
2017-10-23 17:30:00,282.09,282.29,282.85,281.14,2071.3296636
2017-10-23 18:00:00,282.29,281.02,282.55,280.63,3186.95899047
2017-10-23 18:30:00,280.9,280.84,281.66,279.4,1773.49290453
2017-10-23 19:00:00,280.81,282.29,282.43,280.37,1524.44186225
2017-10-23 19:30:00,282.29,283.06,284.2,280.0,8021.56466455
2017-10-23 20:00:00,283.16,283.44,284.29,281.98,4169.78740429
2017-10-23 20:30:00,283.45,282.02,283.45,281.32,1967.75466511
2017-10-23 21:00:00,281.91,282.98,282.99,281.0,2421.83721231
2017-10-23 21:30:00,282.99,284.12,284.12,282.01,2885.66486974
2017-10-23 22:00:00,284.03,283.67,284.29,281.64,2050.10082066
2017-10-23 22:30:00,283.89,285.52,286.39,282.22,2838.10495149
2017-10-23 23:00:00,285.52,285.0,285.63,285.0,5892.18193211
2017-10-23 23:30:00,285.01,284.85,285.1,284.01,2122.46175235
2017-10-24 00:00:00,285.0,282.42,285.1,280.02,8555.3002576
2017-10-24 00:30:00,282.42,281.7,282.42,280.02,2172.99321309
2017-10-24 01:00:00,281.75,292.0,292.9,280.02,12426.04894524
2017-10-24 01:30:00,292.0,301.23,307.0,292.0,30914.41688183
2017-10-24 02:00:00,301.44,306.92,311.85,301.25,23094.41375567
2017-10-24 02:30:00,306.89,304.12,308.6,300.0,10517.40293615
2017-10-24 03:00:00,304.02,303.57,306.58,302.63,3803.8728002
2017-10-24 03:30:00,303.57,300.29,304.61,298.77,3439.60069481
2017-10-24 04:00:00,300.29,303.35,304.5,300.01,3611.60654513
2017-10-24 04:30:00,303.48,305.0,305.34,302.32,3010.69645698
2017-10-24 05:00:00,305.03,304.78,305.63,303.6,2494.2304741
2017-10-24 05:30:00,305.25,308.64,309.33,305.1,6120.48838027
2017-10-24 06:00:00,308.62,306.46,309.9,306.3,4391.46207851
2017-10-24 06:30:00,306.46,304.71,308.0,303.68,3949.27962062
2017-10-24 07:00:00,304.71,303.4,305.23,301.69,4726.56464092
2017-10-24 07:30:00,303.08,305.09,305.99,302.96,2025.9621545
2017-10-24 08:00:00,305.14,304.1,305.71,303.36,2709.11717497
2017-10-24 08:30:00,304.07,304.1,304.5,303.15,2273.47980598
2017-10-24 09:00:00,304.07,305.78,305.79,304.07,2472.39520018
2017-10-24 09:30:00,305.78,306.46,309.0,305.42,4828.4266729
2017-10-24 10:00:00,306.47,307.04,309.13,306.08,2471.27852544
2017-10-24 10:30:00,306.81,308.0,308.0,306.51,1418.5792021
2017-10-24 11:00:00,308.02,309.2,309.31,307.0,2350.26581891
2017-10-24 11:30:00,309.16,309.53,309.9,308.6,4170.66723727
2017-10-24 12:00:00,309.54,305.69,309.54,305.0,3470.7919819
2017-10-24 12:30:00,305.69,306.09,307.77,305.21,1625.34012192
2017-10-24 13:00:00,306.1,305.49,306.84,304.1,3364.35797818
2017-10-24 13:30:00,305.47,309.13,311.21,304.53,7949.07382168
2017-10-24 14:00:00,309.14,309.99,311.0,309.0,3579.24876153
2017-10-24 14:30:00,309.84,307.99,310.03,307.0,3668.44033082
2017-10-24 15:00:00,307.99,307.44,308.96,306.66,3122.16463412
2017-10-24 15:30:00,307.4,305.72,308.0,305.6,3214.02549023
2017-10-24 16:00:00,306.21,305.29,308.0,304.89,3912.80016687
2017-10-24 16:30:00,305.18,303.43,305.24,302.28,2885.98150867
2017-10-24 17:00:00,303.43,302.25,303.9,302.02,2657.00776607
2017-10-24 17:30:00,302.27,302.9,302.91,302.06,1501.53465244
2017-10-24 18:00:00,302.8,303.87,304.25,302.73,1373.86448145
2017-10-24 18:30:00,303.75,303.1,304.96,302.5,689.09171801
2017-10-24 19:00:00,303.1,304.5,304.84,302.99,676.16312328
2017-10-24 19:30:00,304.72,305.8,305.88,304.5,1311.4911204
2017-10-24 20:00:00,305.8,301.03,305.9,300.03,3373.8487434099998
2017-10-24 20:30:00,301.04,302.0,303.6,300.6,970.81578164
2017-10-24 21:00:00,301.94,298.47,302.0,297.3,4228.97448092
2017-10-24 21:30:00,298.47,296.84,299.77,296.58,4695.76158958
2017-10-24 22:00:00,296.75,297.68,297.69,294.79,4691.03696743
2017-10-24 22:30:00,297.39,295.89,297.59,295.65,1061.58607324
2017-10-24 23:00:00,295.86,297.0,297.59,295.8,1745.95961016
2017-10-24 23:30:00,297.0,296.3,297.2,292.61,3485.17575626
2017-10-25 00:00:00,296.3,296.67,297.36,295.82,900.99931071
2017-10-25 00:30:00,296.59,295.72,297.46,295.16,1033.00904706
2017-10-25 01:00:00,295.74,293.0,295.74,292.29,1284.96637385
2017-10-25 01:30:00,292.98,289.8,292.98,289.5,10774.70975204
